capture,lane_index,lane,capture_event_index,lane_event_index,frame_index,subevent_index,source_actor,target_actor,nonzero_status_count,nonzero_slots,wire_status_ids_hex
party_battle_leve.pcapng,0,main,4841,568,162,31,actor-08,actor-02,0,,
party_battle_leve.pcapng,0,main,4859,586,163,11,actor-09,actor-02,0,,
party_battle_leve.pcapng,0,main,4915,642,180,13,actor-10,actor-02,0,,
party_battle_leve.pcapng,0,main,4957,684,190,13,actor-11,actor-02,0,,
party_battle_leve.pcapng,0,main,5012,739,206,13,actor-12,actor-02,0,,
party_battle_leve.pcapng,0,main,5061,788,220,13,actor-13,actor-02,0,,
party_battle_leve.pcapng,0,main,5079,806,220,31,actor-14,actor-02,0,,
party_battle_leve.pcapng,0,main,5097,824,221,7,actor-15,actor-02,0,,
party_battle_leve.pcapng,0,main,5142,869,228,13,actor-16,actor-02,0,,
party_battle_leve.pcapng,0,main,5167,894,233,13,actor-17,actor-02,0,,
party_battle_leve.pcapng,0,main,5204,931,241,10,actor-18,actor-02,0,,
party_battle_leve.pcapng,0,main,5305,1032,276,13,actor-19,actor-02,0,,
party_battle_leve.pcapng,0,main,5323,1050,276,31,actor-20,actor-02,0,,
party_battle_leve.pcapng,0,main,5341,1068,277,10,actor-21,actor-02,0,,
party_battle_leve.pcapng,0,main,5446,1173,312,13,actor-20,actor-02,0,,
party_battle_leve.pcapng,0,main,5481,1208,319,13,actor-21,actor-02,0,,
party_battle_leve.pcapng,0,main,5499,1226,319,31,actor-19,actor-02,0,,
party_battle_leve.pcapng,0,main,5566,1293,342,13,actor-22,actor-02,0,,
party_battle_leve.pcapng,0,main,5680,1407,374,18,actor-23,actor-02,0,,
party_battle_leve.pcapng,0,main,5721,1448,383,9,actor-24,actor-02,0,,
party_battle_leve.pcapng,0,main,7257,2984,889,10,actor-18,actor-02,0,,
party_battle_leve.pcapng,0,main,7358,3085,927,13,actor-25,actor-02,0,,
party_battle_leve.pcapng,0,main,7618,3345,953,13,actor-26,actor-02,0,,
party_battle_leve.pcapng,0,main,7636,3363,953,31,actor-27,actor-02,0,,
party_battle_leve.pcapng,0,main,7666,3393,960,13,actor-28,actor-02,0,,
party_battle_leve.pcapng,0,main,7684,3411,960,31,actor-29,actor-02,0,,
party_battle_leve.pcapng,0,main,7720,3447,965,13,actor-30,actor-02,0,,
party_battle_leve.pcapng,0,main,7797,3524,993,13,actor-31,actor-02,0,,
party_battle_leve.pcapng,0,main,7824,3551,997,13,actor-11,actor-02,0,,
party_battle_leve.pcapng,0,main,7862,3589,1004,13,actor-16,actor-02,0,,
party_battle_leve.pcapng,0,main,7880,3607,1004,31,actor-15,actor-02,0,,
party_battle_leve.pcapng,0,main,7907,3634,1010,13,actor-32,actor-02,0,,
party_battle_leve.pcapng,0,main,7943,3670,1018,10,actor-33,actor-02,0,,
party_battle_leve.pcapng,0,main,7970,3697,1025,13,actor-29,actor-02,0,,
party_battle_leve.pcapng,0,main,8012,3739,1036,13,actor-13,actor-02,0,,
party_battle_leve.pcapng,0,main,8093,3820,1060,13,actor-34,actor-02,0,,
party_battle_leve.pcapng,0,main,8144,3871,1071,13,actor-35,actor-02,0,,
party_battle_leve.pcapng,0,main,8242,3969,1101,13,actor-36,actor-02,0,,
party_battle_leve.pcapng,0,main,8277,4004,1110,13,actor-37,actor-02,0,,
party_battle_leve.pcapng,0,main,8309,4036,1114,13,actor-38,actor-02,0,,
party_battle_leve.pcapng,0,main,8408,4135,1146,13,actor-36,actor-02,0,,
party_battle_leve.pcapng,0,main,9063,4790,1337,13,actor-36,actor-02,0,,
party_battle_leve.pcapng,0,main,9145,4872,1362,13,actor-39,actor-02,0,,
party_battle_leve.pcapng,0,main,9181,4908,1368,9,actor-40,actor-02,0,,
party_battle_leve.pcapng,0,main,9364,5091,1449,10,actor-33,actor-02,0,,
party_battle_leve.pcapng,0,main,9898,5625,1598,13,actor-31,actor-02,0,,
party_battle_leve.pcapng,0,main,10665,6392,1763,10,actor-33,actor-02,0,,
party_battle_leve.pcapng,0,main,10781,6508,1801,13,actor-34,actor-02,0,,
party_battle_leve.pcapng,0,main,10818,6545,1809,13,actor-35,actor-02,0,,
party_battle_leve.pcapng,0,main,11087,6814,1921,13,actor-31,actor-02,0,,
party_battle_leve.pcapng,0,main,11105,6832,1921,31,actor-27,actor-02,0,,
party_battle_leve.pcapng,0,main,11136,6863,1930,13,actor-35,actor-02,0,,
party_battle_leve.pcapng,0,main,11154,6881,1931,14,actor-34,actor-02,0,,
party_battle_leve.pcapng,0,main,11226,6953,1957,10,actor-18,actor-02,0,,
party_battle_leve.pcapng,0,main,11241,6968,1957,25,actor-33,actor-02,0,,
party_battle_leve.pcapng,0,main,11259,6986,1958,6,actor-35,actor-02,0,,
party_battle_leve.pcapng,0,main,11308,7035,1968,13,actor-20,actor-02,0,,
party_battle_leve.pcapng,0,main,11349,7076,1977,13,actor-32,actor-02,0,,
party_battle_leve.pcapng,0,main,11367,7094,1977,31,actor-41,actor-02,0,,
party_battle_leve.pcapng,0,main,11418,7145,1990,13,actor-16,actor-02,0,,
party_battle_leve.pcapng,0,main,11460,7187,1998,13,actor-15,actor-02,0,,
party_battle_leve.pcapng,0,main,11513,7240,2012,13,actor-13,actor-02,0,,
party_battle_leve.pcapng,0,main,11542,7269,2019,13,actor-42,actor-02,0,,
party_battle_leve.pcapng,0,main,11782,7509,2034,6,actor-11,actor-02,0,,
party_battle_leve.pcapng,0,main,11967,7694,2096,13,actor-06,actor-02,0,,
party_battle_leve.pcapng,0,main,12634,8361,2285,17,actor-43,actor-02,0,,
party_battle_leve.pcapng,0,main,12682,8409,2293,9,actor-44,actor-02,0,,
party_battle_leve.pcapng,0,main,13585,9312,2525,8,actor-45,actor-02,0,,
party_battle_leve.pcapng,0,main,13623,9350,2535,13,actor-31,actor-02,0,,
party_battle_leve.pcapng,0,main,13641,9368,2535,31,actor-30,actor-02,0,,
party_battle_leve.pcapng,0,main,13659,9386,2536,10,actor-35,actor-02,0,,
party_battle_leve.pcapng,0,main,13677,9404,2536,28,actor-41,actor-02,0,,
party_battle_leve.pcapng,0,main,13895,9622,2627,13,actor-41,actor-02,0,,
party_battle_leve.pcapng,0,main,13913,9640,2627,31,actor-35,actor-02,0,,
party_battle_leve.pcapng,0,main,13978,9705,2651,13,actor-28,actor-02,0,,
party_battle_leve.pcapng,0,main,14018,9745,2660,13,actor-41,actor-02,0,,
party_battle_leve.pcapng,0,main,14820,10547,2834,13,actor-41,actor-02,0,,
party_battle_leve.pcapng,0,main,14838,10565,2834,31,actor-35,actor-02,0,,
party_battle_leve.pcapng,0,main,14866,10593,2842,10,actor-18,actor-02,0,,
party_battle_leve.pcapng,0,main,14912,10639,2855,10,actor-09,actor-02,0,,
party_battle_leve.pcapng,0,main,14958,10685,2866,17,actor-46,actor-02,0,,
party_battle_leve.pcapng,0,main,14998,10725,2873,17,actor-47,actor-02,0,,
party_battle_leve.pcapng,0,main,15045,10772,2886,14,actor-09,actor-02,0,,
party_battle_leve.pcapng,0,main,15134,10861,2923,13,actor-09,actor-02,0,,
party_battle_leve.pcapng,0,main,15175,10902,2936,16,actor-09,actor-02,0,,
party_battle_leve.pcapng,0,main,16318,12045,3203,13,actor-31,actor-02,0,,
party_battle_leve.pcapng,0,main,16395,12122,3237,13,actor-31,actor-02,0,,
party_battle_leve.pcapng,0,main,16546,12273,3295,6,actor-28,actor-02,0,,
party_battle_leve.pcapng,0,main,16864,12591,3334,13,actor-09,actor-02,0,,
party_battle_leve.pcapng,0,main,17149,12876,3368,17,actor-48,actor-02,0,,
party_battle_leve.pcapng,0,main,17378,13105,3453,13,actor-49,actor-02,0,,
party_battle_leve.pcapng,0,main,17391,13118,3453,26,actor-50,actor-02,2,1 2,0x5dbf 0x5a59
party_battle_leve.pcapng,0,main,17416,13143,3454,8,actor-51,actor-02,0,,
party_battle_leve.pcapng,0,main,17434,13161,3454,26,actor-52,actor-02,0,,
party_battle_leve.pcapng,0,main,17452,13179,3455,8,actor-53,actor-02,0,,
party_battle_leve.pcapng,0,main,17470,13197,3455,26,actor-04,actor-02,0,,
party_battle_leve.pcapng,0,main,17485,13212,3456,4,actor-54,actor-02,0,,
party_battle_leve.pcapng,0,main,17503,13230,3456,22,actor-55,actor-02,0,,
party_battle_leve.pcapng,0,main,17521,13248,3457,4,actor-05,actor-02,0,,
party_battle_leve.pcapng,0,main,17539,13266,3457,22,actor-08,actor-02,0,,
party_battle_leve.pcapng,0,main,17557,13284,3458,2,actor-56,actor-02,0,,
party_battle_leve.pcapng,0,main,17575,13302,3458,20,actor-57,actor-02,0,,
return_to_inn.pcapng,0,main,195,89,38,24,actor-01,actor-01,1,1,0x5adf
return_to_inn.pcapng,0,main,258,152,48,11,actor-02,actor-01,0,,
return_to_inn.pcapng,0,main,269,163,48,22,actor-03,actor-01,0,,
return_to_inn.pcapng,0,main,283,177,48,36,actor-04,actor-01,0,,
return_to_inn.pcapng,0,main,295,189,49,6,actor-05,actor-01,0,,
return_to_inn.pcapng,0,main,311,205,49,22,actor-06,actor-01,0,,
return_to_inn.pcapng,0,main,326,220,49,37,actor-07,actor-01,0,,
return_to_inn.pcapng,0,main,341,235,50,11,actor-08,actor-01,0,,
return_to_inn.pcapng,0,main,356,250,50,26,actor-09,actor-01,0,,
return_to_inn.pcapng,0,main,371,265,51,4,actor-10,actor-01,0,,
small_talk_louisoix.pcapng,0,main,114,24,5,10,actor-01,actor-02,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,363,134,73,24,actor-01,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,427,198,82,12,actor-02,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,439,210,82,24,actor-03,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,450,221,82,35,actor-04,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,464,235,83,5,actor-05,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,476,247,83,17,actor-06,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,493,264,83,34,actor-07,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,508,279,84,6,actor-08,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,523,294,84,21,actor-09,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,538,309,84,36,actor-10,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,553,324,85,12,actor-11,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,568,339,85,27,actor-12,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,586,357,86,8,actor-13,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,604,375,86,26,actor-14,actor-01,0,,
teleport_to_camp_nine_ivies.pcapng,0,main,622,393,87,8,actor-15,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,265,77,47,24,actor-01,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,328,140,56,11,actor-02,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,340,152,56,23,actor-03,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,351,163,56,34,actor-04,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,365,177,57,3,actor-05,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,377,189,57,15,actor-06,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,391,203,57,29,actor-07,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,409,221,58,4,actor-08,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,424,236,58,19,actor-09,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,439,251,58,34,actor-10,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,454,266,59,11,actor-11,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,469,281,59,26,actor-12,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,484,296,60,4,actor-13,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,499,311,60,19,actor-14,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,514,326,60,34,actor-15,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,529,341,61,11,actor-16,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,547,359,61,29,actor-17,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,565,377,62,8,actor-18,actor-01,0,,
teleport_to_camp_tranquil.pcapng,0,main,583,395,62,26,actor-19,actor-01,0,,
teleport_to_gridania.pcapng,0,main,257,80,22,13,actor-01,actor-02,0,,
teleport_to_gridania.pcapng,0,main,376,199,59,24,actor-02,actor-02,0,,
teleport_to_gridania.pcapng,0,main,441,264,68,18,actor-03,actor-02,0,,
teleport_to_gridania.pcapng,0,main,453,276,68,30,actor-04,actor-02,0,,
teleport_to_gridania.pcapng,0,main,464,287,69,3,actor-05,actor-02,0,,
teleport_to_gridania.pcapng,0,main,478,301,69,17,actor-06,actor-02,0,,
teleport_to_gridania.pcapng,0,main,490,313,69,29,actor-07,actor-02,0,,
teleport_to_gridania.pcapng,0,main,507,330,70,1,actor-08,actor-02,0,,
teleport_to_gridania.pcapng,0,main,522,345,70,16,actor-09,actor-02,0,,
teleport_to_gridania.pcapng,0,main,537,360,70,31,actor-10,actor-02,0,,
teleport_to_gridania.pcapng,0,main,552,375,71,7,actor-11,actor-02,0,,
teleport_to_gridania.pcapng,0,main,567,390,71,22,actor-12,actor-02,0,,
teleport_to_gridania.pcapng,0,main,581,404,71,36,actor-13,actor-02,0,,
war_quest_update2.pcapng,0,main,1875,1468,638,10,actor-01,actor-02,0,,
war_quest_update2.pcapng,0,main,1887,1480,638,22,actor-03,actor-02,0,,
war_quest_update2.pcapng,0,main,1898,1491,638,33,actor-04,actor-02,0,,
war_quest_update2.pcapng,0,main,1912,1505,638,47,actor-05,actor-02,0,,
war_quest_update2.pcapng,0,main,1924,1517,639,11,actor-06,actor-02,0,,
war_quest_update2.pcapng,0,main,1936,1529,639,23,actor-07,actor-02,1,1,0x5dbf
war_quest_update2.pcapng,0,main,1958,1551,640,4,actor-08,actor-02,0,,
war_quest_update2.pcapng,0,main,1976,1569,640,22,actor-09,actor-02,0,,
war_quest_update2.pcapng,0,main,1994,1587,641,4,actor-10,actor-02,0,,
war_quest_update2.pcapng,0,main,2012,1605,641,22,actor-11,actor-02,0,,
war_quest_update2.pcapng,0,main,2030,1623,642,2,actor-12,actor-02,0,,
war_quest_update2.pcapng,0,main,2048,1641,642,20,actor-13,actor-02,0,,
war_quest_update2.pcapng,0,main,2066,1659,642,38,actor-14,actor-02,0,,
war_quest_update2.pcapng,0,main,2084,1677,643,16,actor-15,actor-02,0,,
war_quest_update2.pcapng,0,main,2102,1695,643,34,actor-16,actor-02,0,,
war_quest_update2.pcapng,0,main,2120,1713,644,15,actor-17,actor-02,0,,
war_quest_update2.pcapng,0,main,2138,1731,644,33,actor-18,actor-02,0,,
war_quest_update2.pcapng,0,main,2156,1749,645,15,actor-19,actor-02,0,,
war_quest_update3.pcapng,0,main,434,29,5,13,actor-01,actor-02,0,,
war_quest_update3.pcapng,0,main,522,117,33,13,actor-03,actor-02,0,,
