occurrence,capture,lane_index,lane,lane_event_index,frame_index,subevent_index,source_actor,target_actor,header_u32_00,header_u32_04,header_u32_08,marker_count,snapshot,chronology_shape,prior_same_snapshot_distance
occurrence-542,teleport_to_camp_tranquil.pcapng,0,main,28,26,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-543,teleport_to_camp_tranquil.pcapng,0,main,40,38,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-544,teleport_to_camp_tranquil.pcapng,0,main,435,67,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,changed-same-count-nonempty,
occurrence-545,teleport_to_camp_tranquil.pcapng,0,main,461,76,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,changed-same-count-nonempty,
occurrence-546,teleport_to_gridania.pcapng,0,main,14,5,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-547,teleport_to_gridania.pcapng,0,main,41,14,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-548,teleport_to_gridania.pcapng,0,main,101,28,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-549,teleport_to_gridania.pcapng,0,main,135,43,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-550,teleport_to_gridania.pcapng,0,main,429,76,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,changed-same-count-nonempty,
occurrence-551,teleport_to_gridania.pcapng,0,main,461,85,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,changed-same-count-nonempty,
occurrence-552,teleport_to_gridania.pcapng,0,main,486,95,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,repeated-nonempty,1
occurrence-553,war_quest_update1.pcapng,0,main,2,2,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-001,first-observed-nonempty,
occurrence-554,war_quest_update1.pcapng,0,main,49,18,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-001,repeated-nonempty,1
occurrence-555,war_quest_update1.pcapng,0,main,83,31,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,changed-same-count-nonempty,
occurrence-556,war_quest_update1.pcapng,0,main,120,41,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-557,war_quest_update1.pcapng,0,main,153,52,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-558,war_quest_update2.pcapng,0,main,16,8,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-001,first-observed-nonempty,
occurrence-559,war_quest_update2.pcapng,0,main,51,24,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-001,repeated-nonempty,1
occurrence-560,war_quest_update2.pcapng,0,main,97,47,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,changed-same-count-nonempty,
occurrence-561,war_quest_update2.pcapng,0,main,150,72,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-003,changed-same-count-nonempty,
occurrence-562,war_quest_update2.pcapng,0,main,182,89,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-003,repeated-nonempty,1
occurrence-563,war_quest_update2.pcapng,0,main,246,119,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-004,changed-same-count-nonempty,
occurrence-564,war_quest_update2.pcapng,0,main,321,165,1,value-001,value-001,value-002,value-003,value-004,2,snapshot-005,changed-same-count-nonempty,
occurrence-565,war_quest_update2.pcapng,0,main,403,212,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-006,changed-same-count-nonempty,
occurrence-566,war_quest_update2.pcapng,0,main,707,265,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-007,changed-same-count-nonempty,
occurrence-567,war_quest_update2.pcapng,0,main,795,306,1,value-001,value-001,value-002,value-003,value-004,2,snapshot-008,changed-same-count-nonempty,
occurrence-568,war_quest_update2.pcapng,0,main,853,344,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-008,repeated-nonempty,1
occurrence-569,war_quest_update2.pcapng,0,main,927,377,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-009,changed-same-count-nonempty,
occurrence-570,war_quest_update2.pcapng,0,main,989,409,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-010,changed-same-count-nonempty,
occurrence-571,war_quest_update2.pcapng,0,main,1039,434,4,value-001,value-001,value-002,value-003,value-004,2,snapshot-010,repeated-nonempty,1
occurrence-572,war_quest_update2.pcapng,0,main,1097,463,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-010,repeated-nonempty,1
occurrence-573,war_quest_update2.pcapng,0,main,1147,487,4,value-001,value-001,value-002,value-003,value-004,2,snapshot-011,changed-same-count-nonempty,
occurrence-574,war_quest_update2.pcapng,0,main,1191,513,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-011,repeated-nonempty,1
occurrence-575,war_quest_update2.pcapng,0,main,1236,542,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-012,changed-same-count-nonempty,
occurrence-576,war_quest_update2.pcapng,0,main,1309,570,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-013,changed-same-count-nonempty,
occurrence-577,war_quest_update2.pcapng,0,main,1361,593,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-014,changed-same-count-nonempty,
occurrence-578,war_quest_update2.pcapng,0,main,1414,618,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-015,changed-same-count-nonempty,
occurrence-579,war_quest_update2.pcapng,0,main,1759,645,25,value-001,value-001,value-002,value-003,value-004,2,snapshot-016,changed-same-count-nonempty,
occurrence-580,war_quest_update2.pcapng,0,main,1811,659,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-017,changed-same-count-nonempty,
occurrence-581,war_quest_update3.pcapng,0,main,63,17,10,value-001,value-001,value-002,value-003,value-004,2,snapshot-001,first-observed-nonempty,
occurrence-582,war_quest_update3.pcapng,0,main,123,35,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,changed-same-count-nonempty,
occurrence-583,war_quest_update3.pcapng,0,main,158,49,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-584,war_quest_update3.pcapng,0,main,198,61,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-585,war_quest_update3.pcapng,0,main,227,70,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-586,war_quest_update3.pcapng,0,main,271,84,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-587,war_quest_update3.pcapng,0,main,299,94,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-588,war_quest_update3.pcapng,0,main,345,109,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-589,war_quest_update3.pcapng,0,main,380,121,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-590,war_quest_update3.pcapng,0,main,424,136,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-591,war_quest_update3.pcapng,0,main,476,151,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,repeated-nonempty,1
occurrence-592,war_quest_update3.pcapng,0,main,519,164,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-003,changed-same-count-nonempty,
