capture,direction,lane_index,frame_index,subevent_index,subevent_offset,opcode,slot,actor_id,actor_high_nibble,record_stride,field_at_record_plus_8,event_role_match,matching_event_names
party_battle_leve.pcapng,s2c,0,97,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,97,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,97,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,97,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,97,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,98,3,368,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,3,368,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,102,3,368,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,6,528,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,7,680,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,7,680,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,7,680,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,104,7,680,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,3,368,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,3,368,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,105,3,368,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,3,368,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,3,368,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,3,368,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,107,3,368,0x0183,5,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,5,440,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,6,592,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,6,592,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,6,592,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,6,592,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,6,592,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,108,6,592,0x0183,5,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,3,368,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,3,368,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,3,368,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,3,368,0x0183,5,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,111,3,368,0x0183,6,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,118,6,736,0x0183,0,1158677744,4,12,1,no,
party_battle_leve.pcapng,s2c,0,118,24,2656,0x0183,0,1158677746,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,3,368,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,3,368,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,3,368,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,3,368,0x0183,5,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,121,3,368,0x0183,6,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,143,9,1016,0x0183,0,1158679850,4,12,1,no,
party_battle_leve.pcapng,s2c,0,162,9,1016,0x0183,0,1158677509,4,12,1,no,
party_battle_leve.pcapng,s2c,0,162,27,2936,0x0183,0,1158679875,4,12,1,no,
party_battle_leve.pcapng,s2c,0,163,7,904,0x0183,0,1158679855,4,12,1,no,
party_battle_leve.pcapng,s2c,0,228,9,1016,0x0183,0,1158679843,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,4,1158679878,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,5,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,6,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,2,216,0x0183,7,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,3,368,0x0183,0,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,3,368,0x0183,1,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,3,368,0x0183,2,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,3,368,0x0183,3,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,3,368,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,3,368,0x0183,5,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,262,3,368,0x0183,6,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,276,27,2832,0x0183,0,1158677808,4,12,1,no,
party_battle_leve.pcapng,s2c,0,277,6,736,0x0183,0,1158679472,4,12,1,no,
party_battle_leve.pcapng,s2c,0,312,9,1016,0x0183,0,1158677808,4,12,1,no,
party_battle_leve.pcapng,s2c,0,319,9,1016,0x0183,0,1158679472,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,6,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,2,216,0x0183,7,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,3,368,0x0183,0,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,3,368,0x0183,1,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,3,368,0x0183,2,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,3,368,0x0183,3,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,3,368,0x0183,4,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,345,3,368,0x0183,5,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,6,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,6,480,0x0183,7,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,7,632,0x0183,0,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,7,632,0x0183,1,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,7,632,0x0183,2,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,7,632,0x0183,3,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,7,632,0x0183,4,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,359,7,632,0x0183,5,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,6,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,2,216,0x0183,7,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,3,368,0x0183,0,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,3,368,0x0183,1,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,3,368,0x0183,2,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,3,368,0x0183,3,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,3,368,0x0183,4,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,3,368,0x0183,5,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,372,3,368,0x0183,6,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,9,1016,0x0183,0,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,6,1158679881,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,13,1440,0x0183,7,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,14,1592,0x0183,0,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,14,1592,0x0183,1,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,14,1592,0x0183,2,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,14,1592,0x0183,3,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,14,1592,0x0183,4,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,14,1592,0x0183,5,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,374,14,1592,0x0183,6,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,2,216,0x0183,7,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,3,368,0x0183,0,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,3,368,0x0183,1,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,3,368,0x0183,2,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,3,368,0x0183,3,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,3,368,0x0183,4,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,3,368,0x0183,5,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,378,3,368,0x0183,6,1158679890,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,3,280,0x0183,7,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,4,432,0x0183,0,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,4,432,0x0183,1,1158679885,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,4,432,0x0183,2,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,4,432,0x0183,3,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,4,432,0x0183,4,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,4,432,0x0183,5,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,4,432,0x0183,6,1158679890,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,8,856,0x0183,0,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,381,8,856,0x0183,1,1158679890,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,3,280,0x0183,7,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,4,432,0x0183,0,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,4,432,0x0183,1,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,4,432,0x0183,2,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,4,432,0x0183,3,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,4,432,0x0183,4,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,425,4,432,0x0183,5,1158679890,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,4,368,0x0183,7,1158679883,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,5,520,0x0183,0,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,5,520,0x0183,1,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,5,520,0x0183,2,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,5,520,0x0183,3,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,5,520,0x0183,4,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,723,9,944,0x0183,0,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,2,216,0x0183,7,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,3,368,0x0183,0,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,3,368,0x0183,1,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,3,368,0x0183,2,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,794,3,368,0x0183,3,1158679889,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,5,440,0x0183,7,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,6,592,0x0183,0,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,6,592,0x0183,1,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,851,6,592,0x0183,2,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,927,9,1016,0x0183,0,1158679550,4,12,1,no,
party_battle_leve.pcapng,s2c,0,953,27,2832,0x0183,0,1158679857,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,2,216,0x0183,7,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,3,368,0x0183,0,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,3,368,0x0183,1,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,982,3,368,0x0183,2,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,993,9,1016,0x0183,0,1158678237,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1004,9,1016,0x0183,0,1158679843,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,2,216,0x0183,7,1158679884,4,12,1,no,
