capture,direction,lane_index,frame_index,subevent_index,subevent_offset,opcode,slot,actor_id,actor_high_nibble,record_stride,field_at_record_plus_8,event_role_match,matching_event_names
party_battle_leve.pcapng,s2c,0,1049,3,368,0x0183,0,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,3,368,0x0183,1,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1049,3,368,0x0183,2,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,3,280,0x0183,7,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,4,432,0x0183,0,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,4,432,0x0183,1,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1064,4,432,0x0183,2,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1071,9,1016,0x0183,0,1158679618,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,5,1158679880,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,6,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,2,216,0x0183,7,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,3,368,0x0183,0,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,3,368,0x0183,1,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1096,3,368,0x0183,2,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1114,9,1016,0x0183,0,1158676916,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,3,368,0x0183,0,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1133,3,368,0x0183,1,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,3,368,0x0183,0,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1136,3,368,0x0183,1,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,3,368,0x0183,0,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,3,368,0x0183,1,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1359,3,368,0x0183,2,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,3,368,0x0183,0,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,3,368,0x0183,1,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1360,3,368,0x0183,2,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1362,9,1016,0x0183,0,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,3,368,0x0183,0,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,3,368,0x0183,1,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,3,368,0x0183,2,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1363,3,368,0x0183,3,1158679893,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,3,368,0x0183,0,1158679887,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,3,368,0x0183,1,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,3,368,0x0183,2,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,3,368,0x0183,3,1158679893,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,7,792,0x0183,0,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1366,7,792,0x0183,1,1158679893,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,3,368,0x0183,0,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,3,368,0x0183,1,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1413,3,368,0x0183,2,1158679893,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1598,9,1016,0x0183,0,1158678237,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,2,216,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,3,368,0x0183,0,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,3,368,0x0183,1,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1652,3,368,0x0183,2,1158679893,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,4,432,0x0183,0,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,4,432,0x0183,1,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1705,8,856,0x0183,0,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,6,1158679884,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,7,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,4,432,0x0183,0,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1808,4,432,0x0183,1,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1809,9,1016,0x0183,0,1158679618,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,6,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,7,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1856,3,368,0x0183,0,1158679892,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,3,1158679877,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,4,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,5,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,6,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,7,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1921,9,1016,0x0183,0,1158678237,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1921,27,2936,0x0183,0,1158679857,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1930,9,1016,0x0183,0,1158679618,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1958,2,216,0x0183,0,1158679618,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1968,9,1016,0x0183,0,1158677808,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1977,27,2832,0x0183,0,1158679617,4,12,1,no,
party_battle_leve.pcapng,s2c,0,1990,9,1016,0x0183,0,1158679843,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2096,9,1016,0x0183,0,1158679850,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,4,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,5,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,6,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,4,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,5,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,6,1158679888,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,7,1158679894,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,9,1016,0x0183,0,1158679894,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,4,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,5,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,6,1158679894,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,4,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,5,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,6,1158679894,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,7,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,4,1158679882,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,5,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,6,1158679894,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,7,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,7,704,0x0183,0,1158679894,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2290,7,704,0x0183,1,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,5,1158679894,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,6,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2525,4,584,0x0183,0,1158679896,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2535,9,1016,0x0183,0,1158678237,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2536,6,736,0x0183,0,1158679618,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2536,24,2656,0x0183,0,1158679617,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2627,9,1016,0x0183,0,1158679617,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2627,27,2936,0x0183,0,1158679618,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2660,9,1016,0x0183,0,1158679617,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2668,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2668,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2668,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2668,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2668,2,216,0x0183,4,1158679886,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2668,2,216,0x0183,5,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2668,6,640,0x0183,0,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2832,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2832,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2832,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2832,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2832,2,216,0x0183,4,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2834,9,1016,0x0183,0,1158679617,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2834,27,2936,0x0183,0,1158679618,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2855,6,736,0x0183,0,1158679855,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2864,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2864,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2864,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2864,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2864,2,216,0x0183,4,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2864,2,216,0x0183,5,1158679897,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2866,9,1016,0x0183,0,1158679897,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2866,13,1440,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2866,13,1440,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2866,13,1440,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2866,13,1440,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2866,13,1440,0x0183,4,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2866,13,1440,0x0183,5,1158679897,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,3,1158679879,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,4,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,5,1158679897,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,6,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,9,1016,0x0183,0,1158679897,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,9,1016,0x0183,1,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,13,1440,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,13,1440,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,13,1440,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,13,1440,0x0183,3,1158679895,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,13,1440,0x0183,4,1158679897,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2873,13,1440,0x0183,5,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2886,10,1232,0x0183,0,1158679855,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2889,5,496,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2889,5,496,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2889,5,496,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,2889,5,496,0x0183,3,1158679897,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2889,5,496,0x0183,4,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2923,9,1016,0x0183,0,1158679855,4,12,1,no,
party_battle_leve.pcapng,s2c,0,2936,12,1440,0x0183,0,1158679855,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3177,3,304,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3177,3,304,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3177,3,304,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3177,3,304,0x0183,3,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3177,7,728,0x0183,0,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3203,9,1016,0x0183,0,1158678237,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3237,9,1016,0x0183,0,1158678237,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3334,9,1016,0x0183,0,1158679855,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3367,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3367,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3367,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3367,2,216,0x0183,3,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3367,2,216,0x0183,4,1158679899,4,12,1,yes,talkDefault
party_battle_leve.pcapng,s2c,0,3368,13,1336,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3368,13,1336,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3368,13,1336,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3368,13,1336,0x0183,3,1158679898,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3368,13,1336,0x0183,4,1158679899,4,12,1,yes,talkDefault
party_battle_leve.pcapng,s2c,0,3372,2,216,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3372,2,216,0x0183,1,43723073,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3372,2,216,0x0183,2,43722707,0,12,1,no,
party_battle_leve.pcapng,s2c,0,3372,2,216,0x0183,3,1158679899,4,12,1,yes,talkDefault
party_battle_leve.pcapng,s2c,0,3432,3,280,0x0183,0,1158679876,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3432,3,280,0x0183,1,43723073,0,12,1,no,
