capture,direction,lane_index,frame_index,subevent_index,subevent_offset,opcode,subpacket_size,application_length,transport_source_actor_id,field_u64_0,field_u64_8,group_type_candidate,member_count
gridania_to_coerthas.pcapng,s2c,0,846,19,2144,0x017D,64,32,43723073,152,23318936174030,,
gridania_to_coerthas.pcapng,s2c,0,846,20,2208,0x017F,440,408,43723073,152,23318936174030,,1
gridania_to_coerthas.pcapng,s2c,0,846,21,2648,0x017E,56,24,43723073,152,23318936174030,,
gridania_to_coerthas.pcapng,s2c,0,858,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,858,1,88,0x017A,176,144,43723073,9223372036861349901,566602513334862381,,
gridania_to_coerthas.pcapng,s2c,0,866,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,874,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,883,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,884,7,800,0x017C,152,120,43723073,152,23318955531186,10002,
gridania_to_coerthas.pcapng,s2c,0,884,8,952,0x017D,64,32,43723073,152,23318955531186,,
gridania_to_coerthas.pcapng,s2c,0,884,9,1016,0x0183,152,120,43723073,152,23318955531186,,1
gridania_to_coerthas.pcapng,s2c,0,884,10,1168,0x017E,56,24,43723073,152,23318955531186,,
gridania_to_coerthas.pcapng,s2c,0,886,0,0,0x017A,176,144,43723073,2738188573441268781,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,892,7,800,0x017C,152,120,43723073,152,23318959880715,10002,
gridania_to_coerthas.pcapng,s2c,0,892,8,952,0x017D,64,32,43723073,152,23318959880715,,
gridania_to_coerthas.pcapng,s2c,0,892,9,1016,0x0183,152,120,43723073,152,23318959880715,,1
gridania_to_coerthas.pcapng,s2c,0,892,10,1168,0x017E,56,24,43723073,152,23318959880715,,
gridania_to_coerthas.pcapng,s2c,0,896,0,0,0x017A,176,144,43723073,2738188573441262737,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,897,7,800,0x017C,152,120,43723073,152,23318960890712,10002,
gridania_to_coerthas.pcapng,s2c,0,897,8,952,0x017D,64,32,43723073,152,23318960890712,,
gridania_to_coerthas.pcapng,s2c,0,897,9,1016,0x0183,152,120,43723073,152,23318960890712,,1
gridania_to_coerthas.pcapng,s2c,0,897,10,1168,0x017E,56,24,43723073,152,23318960890712,,
gridania_to_coerthas.pcapng,s2c,0,898,4,520,0x017C,152,120,43723073,152,23318960891182,10002,
gridania_to_coerthas.pcapng,s2c,0,898,5,672,0x017D,64,32,43723073,152,23318960891182,,
gridania_to_coerthas.pcapng,s2c,0,898,6,736,0x0183,152,120,43723073,152,23318960891182,,1
gridania_to_coerthas.pcapng,s2c,0,898,7,888,0x017E,56,24,43723073,152,23318960891182,,
gridania_to_coerthas.pcapng,s2c,0,899,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,900,0,0,0x017A,176,144,43723073,2738188573441267333,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,900,1,176,0x017A,176,144,43723073,2738188573441267330,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,904,7,800,0x017C,152,120,43723073,152,23318963041677,10002,
gridania_to_coerthas.pcapng,s2c,0,904,8,952,0x017D,64,32,43723073,152,23318963041677,,
gridania_to_coerthas.pcapng,s2c,0,904,9,1016,0x0183,152,120,43723073,152,23318963041677,,1
gridania_to_coerthas.pcapng,s2c,0,904,10,1168,0x017E,56,24,43723073,152,23318963041677,,
gridania_to_coerthas.pcapng,s2c,0,905,1,64,0x017A,176,144,43723073,2738188573441262694,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,906,7,800,0x017C,152,120,43723073,152,23318964171288,10002,
gridania_to_coerthas.pcapng,s2c,0,906,8,952,0x017D,64,32,43723073,152,23318964171288,,
gridania_to_coerthas.pcapng,s2c,0,906,9,1016,0x0183,152,120,43723073,152,23318964171288,,1
gridania_to_coerthas.pcapng,s2c,0,906,10,1168,0x017E,56,24,43723073,152,23318964171288,,
gridania_to_coerthas.pcapng,s2c,0,906,25,2720,0x017C,152,120,43723073,152,23318964171742,10002,
gridania_to_coerthas.pcapng,s2c,0,906,26,2872,0x017D,64,32,43723073,152,23318964171742,,
gridania_to_coerthas.pcapng,s2c,0,906,27,2936,0x0183,152,120,43723073,152,23318964171742,,1
gridania_to_coerthas.pcapng,s2c,0,906,28,3088,0x017E,56,24,43723073,152,23318964171742,,
gridania_to_coerthas.pcapng,s2c,0,907,5,688,0x017C,152,120,43723073,152,23318964172190,10002,
gridania_to_coerthas.pcapng,s2c,0,907,6,840,0x017D,64,32,43723073,152,23318964172190,,
gridania_to_coerthas.pcapng,s2c,0,907,7,904,0x0183,152,120,43723073,152,23318964172190,,1
gridania_to_coerthas.pcapng,s2c,0,907,8,1056,0x017E,56,24,43723073,152,23318964172190,,
gridania_to_coerthas.pcapng,s2c,0,909,1,64,0x017A,176,144,43723073,2738188573441262678,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,909,2,240,0x017A,176,144,43723073,2738188573441262686,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,910,0,0,0x017A,176,144,43723073,2738188573441268521,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,911,25,2616,0x017C,152,120,43723073,152,23318965301568,10002,
gridania_to_coerthas.pcapng,s2c,0,911,26,2768,0x017D,64,32,43723073,152,23318965301568,,
gridania_to_coerthas.pcapng,s2c,0,911,27,2832,0x0183,152,120,43723073,152,23318965301568,,1
gridania_to_coerthas.pcapng,s2c,0,911,28,2984,0x017E,56,24,43723073,152,23318965301568,,
gridania_to_coerthas.pcapng,s2c,0,912,4,520,0x017C,152,120,43723073,152,23318965302035,10002,
gridania_to_coerthas.pcapng,s2c,0,912,5,672,0x017D,64,32,43723073,152,23318965302035,,
gridania_to_coerthas.pcapng,s2c,0,912,6,736,0x0183,152,120,43723073,152,23318965302035,,1
gridania_to_coerthas.pcapng,s2c,0,912,7,888,0x017E,56,24,43723073,152,23318965302035,,
gridania_to_coerthas.pcapng,s2c,0,915,1,64,0x017A,176,144,43723073,2738188573441262641,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,915,2,240,0x017A,176,144,43723073,2738188573441268520,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,916,7,800,0x017C,152,120,43723073,152,23318966351104,10002,
gridania_to_coerthas.pcapng,s2c,0,916,8,952,0x017D,64,32,43723073,152,23318966351104,,
gridania_to_coerthas.pcapng,s2c,0,916,9,1016,0x0183,152,120,43723073,152,23318966351104,,1
gridania_to_coerthas.pcapng,s2c,0,916,10,1168,0x017E,56,24,43723073,152,23318966351104,,
gridania_to_coerthas.pcapng,s2c,0,918,1,64,0x017A,176,144,43723073,2738188573441267332,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,919,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,922,4,520,0x017C,152,120,43723073,152,23318967690757,10002,
gridania_to_coerthas.pcapng,s2c,0,922,5,672,0x017D,64,32,43723073,152,23318967690757,,
gridania_to_coerthas.pcapng,s2c,0,922,6,736,0x0183,152,120,43723073,152,23318967690757,,1
gridania_to_coerthas.pcapng,s2c,0,922,7,888,0x017E,56,24,43723073,152,23318967690757,,
gridania_to_coerthas.pcapng,s2c,0,922,22,2440,0x017C,152,120,43723073,152,23318967691217,10002,
gridania_to_coerthas.pcapng,s2c,0,922,23,2592,0x017D,64,32,43723073,152,23318967691217,,
gridania_to_coerthas.pcapng,s2c,0,922,24,2656,0x0183,152,120,43723073,152,23318967691217,,1
gridania_to_coerthas.pcapng,s2c,0,922,25,2808,0x017E,56,24,43723073,152,23318967691217,,
gridania_to_coerthas.pcapng,s2c,0,923,2,368,0x017C,152,120,43723073,152,23318967691648,10002,
gridania_to_coerthas.pcapng,s2c,0,923,3,520,0x017D,64,32,43723073,152,23318967691648,,
gridania_to_coerthas.pcapng,s2c,0,923,4,584,0x0183,152,120,43723073,152,23318967691648,,1
gridania_to_coerthas.pcapng,s2c,0,923,5,736,0x017E,56,24,43723073,152,23318967691648,,
gridania_to_coerthas.pcapng,s2c,0,924,0,0,0x017A,176,144,43723073,2738188573441267334,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,924,1,176,0x017A,176,144,43723073,2738188573441262702,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,924,2,352,0x017A,176,144,43723073,2738188573441262725,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,936,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,940,18,2016,0x017C,152,120,43723073,152,23318974251138,10002,
gridania_to_coerthas.pcapng,s2c,0,940,19,2168,0x017D,64,32,43723073,152,23318974251138,,
gridania_to_coerthas.pcapng,s2c,0,940,20,2232,0x0183,152,120,43723073,152,23318974251138,,1
gridania_to_coerthas.pcapng,s2c,0,940,21,2384,0x017E,56,24,43723073,152,23318974251138,,
gridania_to_coerthas.pcapng,s2c,0,944,0,0,0x017A,176,144,43723073,2738188573441262762,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,946,7,800,0x017C,152,120,43723073,152,23318975401599,10002,
gridania_to_coerthas.pcapng,s2c,0,946,8,952,0x017D,64,32,43723073,152,23318975401599,,
gridania_to_coerthas.pcapng,s2c,0,946,9,1016,0x0183,152,120,43723073,152,23318975401599,,1
gridania_to_coerthas.pcapng,s2c,0,946,10,1168,0x017E,56,24,43723073,152,23318975401599,,
gridania_to_coerthas.pcapng,s2c,0,950,0,0,0x017A,176,144,43723073,2738188573441262756,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,951,7,800,0x017C,152,120,43723073,152,23318976441498,10002,
gridania_to_coerthas.pcapng,s2c,0,951,8,952,0x017D,64,32,43723073,152,23318976441498,,
gridania_to_coerthas.pcapng,s2c,0,951,9,1016,0x0183,152,120,43723073,152,23318976441498,,1
gridania_to_coerthas.pcapng,s2c,0,951,10,1168,0x017E,56,24,43723073,152,23318976441498,,
gridania_to_coerthas.pcapng,s2c,0,954,0,0,0x017A,176,144,43723073,2738188573441262750,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,962,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,964,7,800,0x017C,152,120,43723073,152,23318979700787,10002,
gridania_to_coerthas.pcapng,s2c,0,964,8,952,0x017D,64,32,43723073,152,23318979700787,,
gridania_to_coerthas.pcapng,s2c,0,964,9,1016,0x0183,152,120,43723073,152,23318979700787,,1
gridania_to_coerthas.pcapng,s2c,0,964,10,1168,0x017E,56,24,43723073,152,23318979700787,,
gridania_to_coerthas.pcapng,s2c,0,966,0,0,0x017A,176,144,43723073,2738188573441267154,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,987,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,995,7,800,0x017C,152,120,43723073,152,23318988161267,10002,
gridania_to_coerthas.pcapng,s2c,0,995,8,952,0x017D,64,32,43723073,152,23318988161267,,
gridania_to_coerthas.pcapng,s2c,0,995,9,1016,0x0183,152,120,43723073,152,23318988161267,,1
gridania_to_coerthas.pcapng,s2c,0,995,10,1168,0x017E,56,24,43723073,152,23318988161267,,
gridania_to_coerthas.pcapng,s2c,0,995,25,2720,0x017C,152,120,43723073,152,23318988161717,10002,
gridania_to_coerthas.pcapng,s2c,0,995,26,2872,0x017D,64,32,43723073,152,23318988161717,,
gridania_to_coerthas.pcapng,s2c,0,995,27,2936,0x0183,152,120,43723073,152,23318988161717,,1
gridania_to_coerthas.pcapng,s2c,0,995,28,3088,0x017E,56,24,43723073,152,23318988161717,,
gridania_to_coerthas.pcapng,s2c,0,997,0,0,0x017A,176,144,43723073,2738188573441262756,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,997,1,176,0x017A,176,144,43723073,2738188573441262750,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1000,7,800,0x017C,152,120,43723073,152,23318989271281,10002,
gridania_to_coerthas.pcapng,s2c,0,1000,8,952,0x017D,64,32,43723073,152,23318989271281,,
gridania_to_coerthas.pcapng,s2c,0,1000,9,1016,0x0183,152,120,43723073,152,23318989271281,,1
gridania_to_coerthas.pcapng,s2c,0,1000,10,1168,0x017E,56,24,43723073,152,23318989271281,,
gridania_to_coerthas.pcapng,s2c,0,1000,25,2720,0x017C,152,120,43723073,152,23318989271741,10002,
gridania_to_coerthas.pcapng,s2c,0,1000,26,2872,0x017D,64,32,43723073,152,23318989271741,,
gridania_to_coerthas.pcapng,s2c,0,1000,27,2936,0x0183,152,120,43723073,152,23318989271741,,1
gridania_to_coerthas.pcapng,s2c,0,1000,28,3088,0x017E,56,24,43723073,152,23318989271741,,
gridania_to_coerthas.pcapng,s2c,0,1002,0,0,0x017A,176,144,43723073,2738188573441262687,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1002,1,176,0x017A,176,144,43723073,2738188573441262762,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1006,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,1008,7,800,0x017C,152,120,43723073,152,23318991461304,10002,
gridania_to_coerthas.pcapng,s2c,0,1008,8,952,0x017D,64,32,43723073,152,23318991461304,,
gridania_to_coerthas.pcapng,s2c,0,1008,9,1016,0x0183,152,120,43723073,152,23318991461304,,1
gridania_to_coerthas.pcapng,s2c,0,1008,10,1168,0x017E,56,24,43723073,152,23318991461304,,
gridania_to_coerthas.pcapng,s2c,0,1010,0,0,0x017A,176,144,43723073,2738188573441265934,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1015,7,800,0x017C,152,120,43723073,152,23318993624612,10002,
gridania_to_coerthas.pcapng,s2c,0,1015,8,952,0x017D,64,32,43723073,152,23318993624612,,
gridania_to_coerthas.pcapng,s2c,0,1015,9,1016,0x0183,152,120,43723073,152,23318993624612,,1
gridania_to_coerthas.pcapng,s2c,0,1015,10,1168,0x017E,56,24,43723073,152,23318993624612,,
gridania_to_coerthas.pcapng,s2c,0,1015,25,2720,0x017C,152,120,43723073,152,23318993625075,10002,
gridania_to_coerthas.pcapng,s2c,0,1015,26,2872,0x017D,64,32,43723073,152,23318993625075,,
gridania_to_coerthas.pcapng,s2c,0,1015,27,2936,0x0183,152,120,43723073,152,23318993625075,,1
gridania_to_coerthas.pcapng,s2c,0,1015,28,3088,0x017E,56,24,43723073,152,23318993625075,,
gridania_to_coerthas.pcapng,s2c,0,1016,5,688,0x017C,152,120,43723073,152,23318993625525,10002,
gridania_to_coerthas.pcapng,s2c,0,1016,6,840,0x017D,64,32,43723073,152,23318993625525,,
gridania_to_coerthas.pcapng,s2c,0,1016,7,904,0x0183,152,120,43723073,152,23318993625525,,1
gridania_to_coerthas.pcapng,s2c,0,1016,8,1056,0x017E,56,24,43723073,152,23318993625525,,
gridania_to_coerthas.pcapng,s2c,0,1016,23,2608,0x017C,152,120,43723073,152,23318993625960,10002,
gridania_to_coerthas.pcapng,s2c,0,1016,24,2760,0x017D,64,32,43723073,152,23318993625960,,
gridania_to_coerthas.pcapng,s2c,0,1016,25,2824,0x0183,152,120,43723073,152,23318993625960,,1
gridania_to_coerthas.pcapng,s2c,0,1016,26,2976,0x017E,56,24,43723073,152,23318993625960,,
gridania_to_coerthas.pcapng,s2c,0,1017,4,520,0x017C,152,120,43723073,152,23318993626389,10002,
gridania_to_coerthas.pcapng,s2c,0,1017,5,672,0x017D,64,32,43723073,152,23318993626389,,
gridania_to_coerthas.pcapng,s2c,0,1017,6,736,0x0183,152,120,43723073,152,23318993626389,,1
gridania_to_coerthas.pcapng,s2c,0,1017,7,888,0x017E,56,24,43723073,152,23318993626389,,
gridania_to_coerthas.pcapng,s2c,0,1017,22,2440,0x017C,152,120,43723073,152,23318993626813,10002,
gridania_to_coerthas.pcapng,s2c,0,1017,23,2592,0x017D,64,32,43723073,152,23318993626813,,
gridania_to_coerthas.pcapng,s2c,0,1017,24,2656,0x0183,152,120,43723073,152,23318993626813,,1
gridania_to_coerthas.pcapng,s2c,0,1017,25,2808,0x017E,56,24,43723073,152,23318993626813,,
gridania_to_coerthas.pcapng,s2c,0,1018,2,368,0x017C,152,120,43723073,152,23318993627236,10002,
gridania_to_coerthas.pcapng,s2c,0,1018,3,520,0x017D,64,32,43723073,152,23318993627236,,
gridania_to_coerthas.pcapng,s2c,0,1018,4,584,0x0183,152,120,43723073,152,23318993627236,,1
gridania_to_coerthas.pcapng,s2c,0,1018,5,736,0x017E,56,24,43723073,152,23318993627236,,
gridania_to_coerthas.pcapng,s2c,0,1019,0,0,0x017A,176,144,43723073,2738188573441262679,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1019,1,176,0x017A,176,144,43723073,2738188573441262642,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1019,2,352,0x017A,176,144,43723073,2738188573441265887,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1020,0,0,0x017A,176,144,43723073,2738188573441268884,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1020,1,176,0x017A,176,144,43723073,2738188573441262662,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1020,2,352,0x017A,176,144,43723073,2738188573441268885,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1020,3,528,0x017A,176,144,43723073,2738188573441262619,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1022,7,800,0x017C,152,120,43723073,152,23318994641144,10002,
gridania_to_coerthas.pcapng,s2c,0,1022,8,952,0x017D,64,32,43723073,152,23318994641144,,
gridania_to_coerthas.pcapng,s2c,0,1022,9,1016,0x0183,152,120,43723073,152,23318994641144,,1
gridania_to_coerthas.pcapng,s2c,0,1022,10,1168,0x017E,56,24,43723073,152,23318994641144,,
gridania_to_coerthas.pcapng,s2c,0,1024,0,0,0x017A,176,144,43723073,2738188573441268886,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1029,7,800,0x017C,152,120,43723073,152,23318995771363,10002,
gridania_to_coerthas.pcapng,s2c,0,1029,8,952,0x017D,64,32,43723073,152,23318995771363,,
gridania_to_coerthas.pcapng,s2c,0,1029,9,1016,0x0183,152,120,43723073,152,23318995771363,,1
gridania_to_coerthas.pcapng,s2c,0,1029,10,1168,0x017E,56,24,43723073,152,23318995771363,,
gridania_to_coerthas.pcapng,s2c,0,1029,25,2720,0x017C,152,120,43723073,152,23318995771821,10002,
gridania_to_coerthas.pcapng,s2c,0,1029,26,2872,0x017D,64,32,43723073,152,23318995771821,,
gridania_to_coerthas.pcapng,s2c,0,1029,27,2936,0x0183,152,120,43723073,152,23318995771821,,1
gridania_to_coerthas.pcapng,s2c,0,1029,28,3088,0x017E,56,24,43723073,152,23318995771821,,
gridania_to_coerthas.pcapng,s2c,0,1030,5,688,0x017C,152,120,43723073,152,23318995772261,10002,
gridania_to_coerthas.pcapng,s2c,0,1030,6,840,0x017D,64,32,43723073,152,23318995772261,,
gridania_to_coerthas.pcapng,s2c,0,1030,7,904,0x0183,152,120,43723073,152,23318995772261,,1
gridania_to_coerthas.pcapng,s2c,0,1030,8,1056,0x017E,56,24,43723073,152,23318995772261,,
gridania_to_coerthas.pcapng,s2c,0,1032,0,0,0x017A,176,144,43723073,2738188573441268821,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1032,1,176,0x017A,176,144,43723073,2738188573441262768,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1032,2,352,0x017A,176,144,43723073,2738188573441265937,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1035,7,800,0x017C,152,120,43723073,152,23318996913742,10002,
gridania_to_coerthas.pcapng,s2c,0,1035,8,952,0x017D,64,32,43723073,152,23318996913742,,
gridania_to_coerthas.pcapng,s2c,0,1035,9,1016,0x0183,152,120,43723073,152,23318996913742,,1
gridania_to_coerthas.pcapng,s2c,0,1035,10,1168,0x017E,56,24,43723073,152,23318996913742,,
gridania_to_coerthas.pcapng,s2c,0,1036,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,1038,1,64,0x017A,176,144,43723073,2738188573441262668,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1040,7,800,0x017C,152,120,43723073,152,23318997951390,10002,
gridania_to_coerthas.pcapng,s2c,0,1040,8,952,0x017D,64,32,43723073,152,23318997951390,,
gridania_to_coerthas.pcapng,s2c,0,1040,9,1016,0x0183,152,120,43723073,152,23318997951390,,1
gridania_to_coerthas.pcapng,s2c,0,1040,10,1168,0x017E,56,24,43723073,152,23318997951390,,
gridania_to_coerthas.pcapng,s2c,0,1042,0,0,0x017A,176,144,43723073,2738188573441268887,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1045,7,800,0x017C,152,120,43723073,152,23318998970890,10002,
gridania_to_coerthas.pcapng,s2c,0,1045,8,952,0x017D,64,32,43723073,152,23318998970890,,
gridania_to_coerthas.pcapng,s2c,0,1045,9,1016,0x0183,152,120,43723073,152,23318998970890,,1
gridania_to_coerthas.pcapng,s2c,0,1045,10,1168,0x017E,56,24,43723073,152,23318998970890,,
gridania_to_coerthas.pcapng,s2c,0,1047,1,64,0x017A,176,144,43723073,2738188573441268911,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1052,7,800,0x017C,152,120,43723073,152,23319001151085,10002,
gridania_to_coerthas.pcapng,s2c,0,1052,8,952,0x017D,64,32,43723073,152,23319001151085,,
gridania_to_coerthas.pcapng,s2c,0,1052,9,1016,0x0183,152,120,43723073,152,23319001151085,,1
gridania_to_coerthas.pcapng,s2c,0,1052,10,1168,0x017E,56,24,43723073,152,23319001151085,,
gridania_to_coerthas.pcapng,s2c,0,1052,25,2720,0x017C,152,120,43723073,152,23319001151540,10002,
gridania_to_coerthas.pcapng,s2c,0,1052,26,2872,0x017D,64,32,43723073,152,23319001151540,,
gridania_to_coerthas.pcapng,s2c,0,1052,27,2936,0x0183,152,120,43723073,152,23319001151540,,1
gridania_to_coerthas.pcapng,s2c,0,1052,28,3088,0x017E,56,24,43723073,152,23319001151540,,
gridania_to_coerthas.pcapng,s2c,0,1055,0,0,0x017A,176,144,43723073,2738188573441268909,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1055,1,176,0x017A,176,144,43723073,2738188573441268908,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1057,7,800,0x017C,152,120,43723073,152,23319002261154,10002,
gridania_to_coerthas.pcapng,s2c,0,1057,8,952,0x017D,64,32,43723073,152,23319002261154,,
gridania_to_coerthas.pcapng,s2c,0,1057,9,1016,0x0183,152,120,43723073,152,23319002261154,,1
gridania_to_coerthas.pcapng,s2c,0,1057,10,1168,0x017E,56,24,43723073,152,23319002261154,,
gridania_to_coerthas.pcapng,s2c,0,1057,25,2720,0x017C,152,120,43723073,152,23319002261614,10002,
gridania_to_coerthas.pcapng,s2c,0,1057,26,2872,0x017D,64,32,43723073,152,23319002261614,,
gridania_to_coerthas.pcapng,s2c,0,1057,27,2936,0x0183,152,120,43723073,152,23319002261614,,1
gridania_to_coerthas.pcapng,s2c,0,1057,28,3088,0x017E,56,24,43723073,152,23319002261614,,
gridania_to_coerthas.pcapng,s2c,0,1058,5,688,0x017C,152,120,43723073,152,23319002262048,10002,
gridania_to_coerthas.pcapng,s2c,0,1058,6,840,0x017D,64,32,43723073,152,23319002262048,,
gridania_to_coerthas.pcapng,s2c,0,1058,7,904,0x0183,152,120,43723073,152,23319002262048,,1
gridania_to_coerthas.pcapng,s2c,0,1058,8,1056,0x017E,56,24,43723073,152,23319002262048,,
gridania_to_coerthas.pcapng,s2c,0,1060,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,1061,0,0,0x017A,176,144,43723073,2738188573441266161,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1061,1,176,0x017A,176,144,43723073,2738188573441268914,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1061,2,352,0x017A,176,144,43723073,2738188573441268912,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1064,7,800,0x017C,152,120,43723073,152,23319003671431,10002,
gridania_to_coerthas.pcapng,s2c,0,1064,8,952,0x017D,64,32,43723073,152,23319003671431,,
gridania_to_coerthas.pcapng,s2c,0,1064,9,1016,0x0183,152,120,43723073,152,23319003671431,,1
gridania_to_coerthas.pcapng,s2c,0,1064,10,1168,0x017E,56,24,43723073,152,23319003671431,,
gridania_to_coerthas.pcapng,s2c,0,1064,25,2720,0x017C,152,120,43723073,152,23319003671884,10002,
gridania_to_coerthas.pcapng,s2c,0,1064,26,2872,0x017D,64,32,43723073,152,23319003671884,,
gridania_to_coerthas.pcapng,s2c,0,1064,27,2936,0x0183,152,120,43723073,152,23319003671884,,1
gridania_to_coerthas.pcapng,s2c,0,1064,28,3088,0x017E,56,24,43723073,152,23319003671884,,
gridania_to_coerthas.pcapng,s2c,0,1065,5,688,0x017C,152,120,43723073,152,23319003672316,10002,
gridania_to_coerthas.pcapng,s2c,0,1065,6,840,0x017D,64,32,43723073,152,23319003672316,,
gridania_to_coerthas.pcapng,s2c,0,1065,7,904,0x0183,152,120,43723073,152,23319003672316,,1
gridania_to_coerthas.pcapng,s2c,0,1065,8,1056,0x017E,56,24,43723073,152,23319003672316,,
gridania_to_coerthas.pcapng,s2c,0,1068,0,0,0x017A,176,144,43723073,2738188573441268910,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1068,1,176,0x017A,176,144,43723073,2738188573441268915,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1068,2,352,0x017A,176,144,43723073,2738188573441268913,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1084,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,1091,7,800,0x017C,152,120,43723073,152,23319011151190,10002,
gridania_to_coerthas.pcapng,s2c,0,1091,8,952,0x017D,64,32,43723073,152,23319011151190,,
gridania_to_coerthas.pcapng,s2c,0,1091,9,1016,0x0183,152,120,43723073,152,23319011151190,,1
gridania_to_coerthas.pcapng,s2c,0,1091,10,1168,0x017E,56,24,43723073,152,23319011151190,,
gridania_to_coerthas.pcapng,s2c,0,1093,1,64,0x017A,176,144,43723073,2738188573441262651,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1095,7,800,0x017C,152,120,43723073,152,23319012241128,10002,
gridania_to_coerthas.pcapng,s2c,0,1095,8,952,0x017D,64,32,43723073,152,23319012241128,,
gridania_to_coerthas.pcapng,s2c,0,1095,9,1016,0x0183,152,120,43723073,152,23319012241128,,1
gridania_to_coerthas.pcapng,s2c,0,1095,10,1168,0x017E,56,24,43723073,152,23319012241128,,
gridania_to_coerthas.pcapng,s2c,0,1095,25,2720,0x017C,152,120,43723073,152,23319012241600,10002,
gridania_to_coerthas.pcapng,s2c,0,1095,26,2872,0x017D,64,32,43723073,152,23319012241600,,
gridania_to_coerthas.pcapng,s2c,0,1095,27,2936,0x0183,152,120,43723073,152,23319012241600,,1
gridania_to_coerthas.pcapng,s2c,0,1095,28,3088,0x017E,56,24,43723073,152,23319012241600,,
gridania_to_coerthas.pcapng,s2c,0,1096,1,64,0x017A,176,144,43723073,2738188573441262616,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,1096,2,240,0x017A,176,144,43723073,2738188573441268889,173508149446676,,
