capture,direction,lane_index,frame_index,subevent_index,subevent_offset,opcode,subpacket_size,application_length,transport_source_actor_id,field_u64_0,field_u64_8,group_type_candidate,member_count
combat_autoattack.pcapng,s2c,0,1,0,0,0x017A,176,144,43723073,2774217370460229305,173508149446676,,
combat_autoattack.pcapng,s2c,0,19,0,0,0x0187,96,64,43723073,2774217370460235254,10002,,
combat_autoattack.pcapng,s2c,0,19,1,96,0x0187,96,64,43723073,2774217370460235254,10002,,
combat_autoattack.pcapng,s2c,0,47,7,800,0x017C,152,120,43723073,154,23316767392801,10002,
combat_autoattack.pcapng,s2c,0,47,8,952,0x017D,64,32,43723073,154,23316767392801,,
combat_autoattack.pcapng,s2c,0,47,9,1016,0x0183,152,120,43723073,154,23316767392801,,1
combat_autoattack.pcapng,s2c,0,47,10,1168,0x017E,56,24,43723073,154,23316767392801,,
combat_autoattack.pcapng,s2c,0,50,1,64,0x017A,176,144,43723073,2774217370460237796,173508149446676,,
combat_autoattack.pcapng,s2c,0,83,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
combat_autoattack.pcapng,s2c,0,123,7,800,0x017C,152,120,43723073,154,23316788114810,10002,
combat_autoattack.pcapng,s2c,0,123,8,952,0x017D,64,32,43723073,154,23316788114810,,
combat_autoattack.pcapng,s2c,0,123,9,1016,0x0183,152,120,43723073,154,23316788114810,,1
combat_autoattack.pcapng,s2c,0,123,10,1168,0x017E,56,24,43723073,154,23316788114810,,
combat_autoattack.pcapng,s2c,0,123,25,2720,0x017C,152,120,43723073,154,23316788115278,10002,
combat_autoattack.pcapng,s2c,0,123,26,2872,0x017D,64,32,43723073,154,23316788115278,,
combat_autoattack.pcapng,s2c,0,123,27,2936,0x0183,152,120,43723073,154,23316788115278,,1
combat_autoattack.pcapng,s2c,0,123,28,3088,0x017E,56,24,43723073,154,23316788115278,,
combat_autoattack.pcapng,s2c,0,124,5,688,0x017C,152,120,43723073,154,23316788115722,10002,
combat_autoattack.pcapng,s2c,0,124,6,840,0x017D,64,32,43723073,154,23316788115722,,
combat_autoattack.pcapng,s2c,0,124,7,904,0x0183,152,120,43723073,154,23316788115722,,1
combat_autoattack.pcapng,s2c,0,124,8,1056,0x017E,56,24,43723073,154,23316788115722,,
combat_autoattack.pcapng,s2c,0,124,23,2608,0x017C,152,120,43723073,154,23316788116164,10002,
combat_autoattack.pcapng,s2c,0,124,24,2760,0x017D,64,32,43723073,154,23316788116164,,
combat_autoattack.pcapng,s2c,0,124,25,2824,0x0183,152,120,43723073,154,23316788116164,,1
combat_autoattack.pcapng,s2c,0,124,26,2976,0x017E,56,24,43723073,154,23316788116164,,
combat_autoattack.pcapng,s2c,0,127,1,64,0x017A,176,144,43723073,2774217370460237795,173508149446676,,
combat_autoattack.pcapng,s2c,0,134,27,3576,0x017A,176,144,43723073,2774217370460226635,173508149446676,,
combat_autoattack.pcapng,s2c,0,134,28,3752,0x017A,176,144,43723073,2774217370460237796,173508149446676,,
combat_autoattack.pcapng,s2c,0,135,0,0,0x017A,176,144,43723073,2774217370460229305,173508149446676,,
combat_skills.pcapng,s2c,0,8,1,64,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
combat_skills.pcapng,s2c,0,26,0,0,0x0187,96,64,43723073,2774217370460235259,10002,,
combat_skills.pcapng,s2c,0,26,1,96,0x0187,96,64,43723073,2774217370460235259,10002,,
from_gridania_to_blackshroud.pcapng,s2c,0,15,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,18,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,35,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,56,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,82,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,96,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,106,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,117,1,696,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,129,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,147,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,163,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,174,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,184,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,199,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,216,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,216,1,88,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,234,0,0,0x0187,96,64,43723073,9223372036862634412,10001,,
from_gridania_to_blackshroud.pcapng,s2c,0,236,0,0,0x0187,96,64,43723073,9223372036862634412,10001,,
from_gridania_to_blackshroud.pcapng,s2c,0,237,14,1280,0x017C,152,120,43723073,150,23317296965514,80001,
from_gridania_to_blackshroud.pcapng,s2c,0,237,15,1432,0x017D,64,32,43723073,150,23317296965514,,
from_gridania_to_blackshroud.pcapng,s2c,0,237,16,1496,0x017F,440,408,43723073,150,23317296965514,,2
from_gridania_to_blackshroud.pcapng,s2c,0,237,17,1936,0x017E,56,24,43723073,150,23317296965514,,
from_gridania_to_blackshroud.pcapng,s2c,0,237,18,1992,0x017C,152,120,43723073,150,23317296965529,10001,
from_gridania_to_blackshroud.pcapng,s2c,0,237,19,2144,0x017D,64,32,43723073,150,23317296965529,,
from_gridania_to_blackshroud.pcapng,s2c,0,237,20,2208,0x017F,440,408,43723073,150,23317296965529,,1
from_gridania_to_blackshroud.pcapng,s2c,0,237,21,2648,0x017E,56,24,43723073,150,23317296965529,,
from_gridania_to_blackshroud.pcapng,s2c,0,248,1,64,0x017A,176,144,43723073,9223372036861349901,566602513334862381,,
from_gridania_to_blackshroud.pcapng,s2c,0,250,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,261,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,273,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
from_gridania_to_blackshroud.pcapng,s2c,0,282,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gather_wood.pcapng,s2c,0,196,4,520,0x017C,152,120,43723073,150,23323263970813,10002,
gather_wood.pcapng,s2c,0,196,5,672,0x017D,64,32,43723073,150,23323263970813,,
gather_wood.pcapng,s2c,0,196,6,736,0x0183,152,120,43723073,150,23323263970813,,1
gather_wood.pcapng,s2c,0,196,7,888,0x017E,56,24,43723073,150,23323263970813,,
gather_wood.pcapng,s2c,0,200,0,0,0x017A,176,144,43723073,2702159776422300021,173508149446676,,
gather_wood.pcapng,s2c,0,210,7,800,0x017C,152,120,43723073,150,23323267064459,10002,
gather_wood.pcapng,s2c,0,210,8,952,0x017D,64,32,43723073,150,23323267064459,,
gather_wood.pcapng,s2c,0,210,9,1016,0x0183,152,120,43723073,150,23323267064459,,1
gather_wood.pcapng,s2c,0,210,10,1168,0x017E,56,24,43723073,150,23323267064459,,
gather_wood.pcapng,s2c,0,213,0,0,0x017A,176,144,43723073,2702159776422299549,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,7,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,28,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,42,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,53,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,64,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,75,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,95,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,110,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,119,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,130,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,146,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,156,1,64,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,163,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,173,2,80,0x017C,152,120,43723073,150,23319491342892,80001,
gridania_to_coerthas.pcapng,s2c,0,173,3,232,0x017D,64,32,43723073,150,23319491342892,,
gridania_to_coerthas.pcapng,s2c,0,173,4,296,0x017F,440,408,43723073,150,23319491342892,,2
gridania_to_coerthas.pcapng,s2c,0,173,5,736,0x017E,56,24,43723073,150,23319491342892,,
gridania_to_coerthas.pcapng,s2c,0,173,6,792,0x017C,152,120,43723073,150,23319491342908,10001,
gridania_to_coerthas.pcapng,s2c,0,173,7,944,0x017D,64,32,43723073,150,23319491342908,,
gridania_to_coerthas.pcapng,s2c,0,173,8,1008,0x017F,440,408,43723073,150,23319491342908,,1
gridania_to_coerthas.pcapng,s2c,0,173,9,1448,0x017E,56,24,43723073,150,23319491342908,,
gridania_to_coerthas.pcapng,s2c,0,174,0,0,0x0187,96,64,43723073,9223372036862634412,10001,,
gridania_to_coerthas.pcapng,s2c,0,186,40,3712,0x0187,96,64,43723073,9223372036862634412,10001,,
gridania_to_coerthas.pcapng,s2c,0,189,0,0,0x017A,176,144,43723073,9223372036861349901,566602513334862381,,
gridania_to_coerthas.pcapng,s2c,0,190,1,64,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,200,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,213,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,223,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,233,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,242,7,800,0x017C,152,120,43723073,150,23319521161102,10002,
gridania_to_coerthas.pcapng,s2c,0,242,8,952,0x017D,64,32,43723073,150,23319521161102,,
gridania_to_coerthas.pcapng,s2c,0,242,9,1016,0x0183,152,120,43723073,150,23319521161102,,1
gridania_to_coerthas.pcapng,s2c,0,242,10,1168,0x017E,56,24,43723073,150,23319521161102,,
gridania_to_coerthas.pcapng,s2c,0,244,0,0,0x017A,176,144,43723073,2702159776422300063,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,247,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,250,7,800,0x017C,152,120,43723073,150,23319524330814,10002,
gridania_to_coerthas.pcapng,s2c,0,250,8,952,0x017D,64,32,43723073,150,23319524330814,,
gridania_to_coerthas.pcapng,s2c,0,250,9,1016,0x0183,152,120,43723073,150,23319524330814,,1
gridania_to_coerthas.pcapng,s2c,0,250,10,1168,0x017E,56,24,43723073,150,23319524330814,,
gridania_to_coerthas.pcapng,s2c,0,252,0,0,0x017A,176,144,43723073,2702159776422300030,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,255,25,2616,0x017C,152,120,43723073,150,23319525441553,10002,
gridania_to_coerthas.pcapng,s2c,0,255,26,2768,0x017D,64,32,43723073,150,23319525441553,,
gridania_to_coerthas.pcapng,s2c,0,255,27,2832,0x0183,152,120,43723073,150,23319525441553,,1
gridania_to_coerthas.pcapng,s2c,0,255,28,2984,0x017E,56,24,43723073,150,23319525441553,,
gridania_to_coerthas.pcapng,s2c,0,257,0,0,0x017A,176,144,43723073,2702159776422300062,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,265,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,277,4,520,0x017C,152,120,43723073,150,23319532300885,10002,
gridania_to_coerthas.pcapng,s2c,0,277,5,672,0x017D,64,32,43723073,150,23319532300885,,
gridania_to_coerthas.pcapng,s2c,0,277,6,736,0x0183,152,120,43723073,150,23319532300885,,1
gridania_to_coerthas.pcapng,s2c,0,277,7,888,0x017E,56,24,43723073,150,23319532300885,,
gridania_to_coerthas.pcapng,s2c,0,277,22,2440,0x017C,152,120,43723073,150,23319532301341,10002,
gridania_to_coerthas.pcapng,s2c,0,277,23,2592,0x017D,64,32,43723073,150,23319532301341,,
gridania_to_coerthas.pcapng,s2c,0,277,24,2656,0x0183,152,120,43723073,150,23319532301341,,1
gridania_to_coerthas.pcapng,s2c,0,277,25,2808,0x017E,56,24,43723073,150,23319532301341,,
gridania_to_coerthas.pcapng,s2c,0,278,0,0,0x017A,176,144,43723073,2702159776422299971,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,280,0,0,0x017A,176,144,43723073,2702159776422299975,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,281,7,800,0x017C,152,120,43723073,150,23319533340619,10002,
gridania_to_coerthas.pcapng,s2c,0,281,8,952,0x017D,64,32,43723073,150,23319533340619,,
gridania_to_coerthas.pcapng,s2c,0,281,9,1016,0x0183,152,120,43723073,150,23319533340619,,1
gridania_to_coerthas.pcapng,s2c,0,281,10,1168,0x017E,56,24,43723073,150,23319533340619,,
gridania_to_coerthas.pcapng,s2c,0,283,0,0,0x017A,176,144,43723073,2702159776422299980,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,285,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,290,7,800,0x017C,152,120,43723073,150,23319536551168,10002,
gridania_to_coerthas.pcapng,s2c,0,290,8,952,0x017D,64,32,43723073,150,23319536551168,,
gridania_to_coerthas.pcapng,s2c,0,290,9,1016,0x0183,152,120,43723073,150,23319536551168,,1
gridania_to_coerthas.pcapng,s2c,0,290,10,1168,0x017E,56,24,43723073,150,23319536551168,,
gridania_to_coerthas.pcapng,s2c,0,290,25,2720,0x017C,152,120,43723073,150,23319536551639,10002,
gridania_to_coerthas.pcapng,s2c,0,290,26,2872,0x017D,64,32,43723073,150,23319536551639,,
gridania_to_coerthas.pcapng,s2c,0,290,27,2936,0x0183,152,120,43723073,150,23319536551639,,1
gridania_to_coerthas.pcapng,s2c,0,290,28,3088,0x017E,56,24,43723073,150,23319536551639,,
gridania_to_coerthas.pcapng,s2c,0,293,0,0,0x017A,176,144,43723073,2702159776422299974,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,293,1,176,0x017A,176,144,43723073,2702159776422299266,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,295,7,800,0x017C,152,120,43723073,150,23319537671220,10002,
gridania_to_coerthas.pcapng,s2c,0,295,8,952,0x017D,64,32,43723073,150,23319537671220,,
gridania_to_coerthas.pcapng,s2c,0,295,9,1016,0x0183,152,120,43723073,150,23319537671220,,1
gridania_to_coerthas.pcapng,s2c,0,295,10,1168,0x017E,56,24,43723073,150,23319537671220,,
gridania_to_coerthas.pcapng,s2c,0,297,1,64,0x017A,176,144,43723073,2702159776422299967,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,298,7,800,0x017C,152,120,43723073,150,23319538701717,10002,
gridania_to_coerthas.pcapng,s2c,0,298,8,952,0x017D,64,32,43723073,150,23319538701717,,
gridania_to_coerthas.pcapng,s2c,0,298,9,1016,0x0183,152,120,43723073,150,23319538701717,,1
gridania_to_coerthas.pcapng,s2c,0,298,10,1168,0x017E,56,24,43723073,150,23319538701717,,
gridania_to_coerthas.pcapng,s2c,0,300,1,64,0x017A,176,144,43723073,2702159776422298789,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,304,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,305,7,800,0x017C,152,120,43723073,150,23319540871124,10002,
gridania_to_coerthas.pcapng,s2c,0,305,8,952,0x017D,64,32,43723073,150,23319540871124,,
gridania_to_coerthas.pcapng,s2c,0,305,9,1016,0x0183,152,120,43723073,150,23319540871124,,1
gridania_to_coerthas.pcapng,s2c,0,305,10,1168,0x017E,56,24,43723073,150,23319540871124,,
gridania_to_coerthas.pcapng,s2c,0,309,0,0,0x017A,176,144,43723073,2702159776422299973,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,316,7,800,0x017C,152,120,43723073,150,23319544131286,10002,
gridania_to_coerthas.pcapng,s2c,0,316,8,952,0x017D,64,32,43723073,150,23319544131286,,
gridania_to_coerthas.pcapng,s2c,0,316,9,1016,0x0183,152,120,43723073,150,23319544131286,,1
gridania_to_coerthas.pcapng,s2c,0,316,10,1168,0x017E,56,24,43723073,150,23319544131286,,
gridania_to_coerthas.pcapng,s2c,0,319,0,0,0x017A,176,144,43723073,2702159776422299738,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,323,7,800,0x017C,152,120,43723073,150,23319545260796,10002,
gridania_to_coerthas.pcapng,s2c,0,323,8,952,0x017D,64,32,43723073,150,23319545260796,,
gridania_to_coerthas.pcapng,s2c,0,323,9,1016,0x0183,152,120,43723073,150,23319545260796,,1
gridania_to_coerthas.pcapng,s2c,0,323,10,1168,0x017E,56,24,43723073,150,23319545260796,,
gridania_to_coerthas.pcapng,s2c,0,325,0,0,0x017A,176,144,43723073,2702159776422298694,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,327,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,330,7,800,0x017C,152,120,43723073,150,23319547431374,10002,
gridania_to_coerthas.pcapng,s2c,0,330,8,952,0x017D,64,32,43723073,150,23319547431374,,
gridania_to_coerthas.pcapng,s2c,0,330,9,1016,0x0183,152,120,43723073,150,23319547431374,,1
gridania_to_coerthas.pcapng,s2c,0,330,10,1168,0x017E,56,24,43723073,150,23319547431374,,
gridania_to_coerthas.pcapng,s2c,0,331,0,0,0x017A,176,144,43723073,2702159776422299265,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,334,7,800,0x017C,152,120,43723073,150,23319548461270,10002,
gridania_to_coerthas.pcapng,s2c,0,334,8,952,0x017D,64,32,43723073,150,23319548461270,,
gridania_to_coerthas.pcapng,s2c,0,334,9,1016,0x0183,152,120,43723073,150,23319548461270,,1
gridania_to_coerthas.pcapng,s2c,0,334,10,1168,0x017E,56,24,43723073,150,23319548461270,,
gridania_to_coerthas.pcapng,s2c,0,335,0,0,0x017A,176,144,43723073,2702159776422298718,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,346,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,355,25,2616,0x017C,152,120,43723073,150,23319557141425,10002,
gridania_to_coerthas.pcapng,s2c,0,355,26,2768,0x017D,64,32,43723073,150,23319557141425,,
gridania_to_coerthas.pcapng,s2c,0,355,27,2832,0x0183,152,120,43723073,150,23319557141425,,1
gridania_to_coerthas.pcapng,s2c,0,355,28,2984,0x017E,56,24,43723073,150,23319557141425,,
gridania_to_coerthas.pcapng,s2c,0,356,4,520,0x017C,152,120,43723073,150,23319557141872,10002,
gridania_to_coerthas.pcapng,s2c,0,356,5,672,0x017D,64,32,43723073,150,23319557141872,,
gridania_to_coerthas.pcapng,s2c,0,356,6,736,0x0183,152,120,43723073,150,23319557141872,,1
gridania_to_coerthas.pcapng,s2c,0,356,7,888,0x017E,56,24,43723073,150,23319557141872,,
gridania_to_coerthas.pcapng,s2c,0,359,0,0,0x017A,176,144,43723073,2702159776422300027,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,359,1,176,0x017A,176,144,43723073,2702159776422300026,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,362,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,370,7,800,0x017C,152,120,43723073,150,23319561471491,10002,
gridania_to_coerthas.pcapng,s2c,0,370,8,952,0x017D,64,32,43723073,150,23319561471491,,
gridania_to_coerthas.pcapng,s2c,0,370,9,1016,0x0183,152,120,43723073,150,23319561471491,,1
gridania_to_coerthas.pcapng,s2c,0,370,10,1168,0x017E,56,24,43723073,150,23319561471491,,
gridania_to_coerthas.pcapng,s2c,0,370,25,2720,0x017C,152,120,43723073,150,23319561471941,10002,
gridania_to_coerthas.pcapng,s2c,0,370,26,2872,0x017D,64,32,43723073,150,23319561471941,,
gridania_to_coerthas.pcapng,s2c,0,370,27,2936,0x0183,152,120,43723073,150,23319561471941,,1
gridania_to_coerthas.pcapng,s2c,0,370,28,3088,0x017E,56,24,43723073,150,23319561471941,,
gridania_to_coerthas.pcapng,s2c,0,371,5,688,0x017C,152,120,43723073,150,23319561472380,10002,
gridania_to_coerthas.pcapng,s2c,0,371,6,840,0x017D,64,32,43723073,150,23319561472380,,
gridania_to_coerthas.pcapng,s2c,0,371,7,904,0x0183,152,120,43723073,150,23319561472380,,1
gridania_to_coerthas.pcapng,s2c,0,371,8,1056,0x017E,56,24,43723073,150,23319561472380,,
gridania_to_coerthas.pcapng,s2c,0,373,0,0,0x017A,176,144,43723073,2702159776422299890,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,373,1,176,0x017A,176,144,43723073,2702159776422299891,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,373,2,352,0x017A,176,144,43723073,2702159776422299893,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,380,7,800,0x017C,152,120,43723073,150,23319563631386,10002,
gridania_to_coerthas.pcapng,s2c,0,380,8,952,0x017D,64,32,43723073,150,23319563631386,,
gridania_to_coerthas.pcapng,s2c,0,380,9,1016,0x0183,152,120,43723073,150,23319563631386,,1
gridania_to_coerthas.pcapng,s2c,0,380,10,1168,0x017E,56,24,43723073,150,23319563631386,,
gridania_to_coerthas.pcapng,s2c,0,382,1,64,0x017A,176,144,43723073,2702159776422298731,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,383,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,384,7,800,0x017C,152,120,43723073,150,23319564731165,10002,
gridania_to_coerthas.pcapng,s2c,0,384,8,952,0x017D,64,32,43723073,150,23319564731165,,
gridania_to_coerthas.pcapng,s2c,0,384,9,1016,0x0183,152,120,43723073,150,23319564731165,,1
gridania_to_coerthas.pcapng,s2c,0,384,10,1168,0x017E,56,24,43723073,150,23319564731165,,
gridania_to_coerthas.pcapng,s2c,0,385,1,64,0x017A,176,144,43723073,2702159776422299889,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,400,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,412,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,420,7,800,0x017C,152,120,43723073,150,23319579911356,10002,
gridania_to_coerthas.pcapng,s2c,0,420,8,952,0x017D,64,32,43723073,150,23319579911356,,
gridania_to_coerthas.pcapng,s2c,0,420,9,1016,0x0183,152,120,43723073,150,23319579911356,,1
gridania_to_coerthas.pcapng,s2c,0,420,10,1168,0x017E,56,24,43723073,150,23319579911356,,
gridania_to_coerthas.pcapng,s2c,0,423,0,0,0x017A,176,144,43723073,2702159776422299978,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,431,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,433,7,800,0x017C,152,120,43723073,150,23319583181436,10002,
gridania_to_coerthas.pcapng,s2c,0,433,8,952,0x017D,64,32,43723073,150,23319583181436,,
gridania_to_coerthas.pcapng,s2c,0,433,9,1016,0x0183,152,120,43723073,150,23319583181436,,1
gridania_to_coerthas.pcapng,s2c,0,433,10,1168,0x017E,56,24,43723073,150,23319583181436,,
gridania_to_coerthas.pcapng,s2c,0,433,25,2720,0x017C,152,120,43723073,150,23319583181889,10002,
gridania_to_coerthas.pcapng,s2c,0,433,26,2872,0x017D,64,32,43723073,150,23319583181889,,
gridania_to_coerthas.pcapng,s2c,0,433,27,2936,0x0183,152,120,43723073,150,23319583181889,,1
gridania_to_coerthas.pcapng,s2c,0,433,28,3088,0x017E,56,24,43723073,150,23319583181889,,
gridania_to_coerthas.pcapng,s2c,0,435,0,0,0x017A,176,144,43723073,2702159776422299488,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,435,1,176,0x017A,176,144,43723073,2702159776422298709,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,447,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,457,4,520,0x017C,152,120,43723073,150,23319594080797,10002,
gridania_to_coerthas.pcapng,s2c,0,457,5,672,0x017D,64,32,43723073,150,23319594080797,,
gridania_to_coerthas.pcapng,s2c,0,457,6,736,0x0183,152,120,43723073,150,23319594080797,,1
gridania_to_coerthas.pcapng,s2c,0,457,7,888,0x017E,56,24,43723073,150,23319594080797,,
gridania_to_coerthas.pcapng,s2c,0,460,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,461,0,0,0x017A,176,144,43723073,2702159776422300025,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,462,7,800,0x017C,152,120,43723073,150,23319595121188,10002,
gridania_to_coerthas.pcapng,s2c,0,462,8,952,0x017D,64,32,43723073,150,23319595121188,,
gridania_to_coerthas.pcapng,s2c,0,462,9,1016,0x0183,152,120,43723073,150,23319595121188,,1
gridania_to_coerthas.pcapng,s2c,0,462,10,1168,0x017E,56,24,43723073,150,23319595121188,,
gridania_to_coerthas.pcapng,s2c,0,464,0,0,0x017A,176,144,43723073,2702159776422299931,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,466,7,800,0x017C,152,120,43723073,150,23319596151877,10002,
gridania_to_coerthas.pcapng,s2c,0,466,8,952,0x017D,64,32,43723073,150,23319596151877,,
gridania_to_coerthas.pcapng,s2c,0,466,9,1016,0x0183,152,120,43723073,150,23319596151877,,1
gridania_to_coerthas.pcapng,s2c,0,466,10,1168,0x017E,56,24,43723073,150,23319596151877,,
gridania_to_coerthas.pcapng,s2c,0,469,0,0,0x017A,176,144,43723073,2702159776422299423,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,470,7,800,0x017C,152,120,43723073,150,23319597281729,10002,
